"gasto_equip_defensivo","equip_defensiv","idoso","morte_cov","idade","contat_cov","result_teste_1","teste_cov","pgt_plano","data_plano","plano","filho_dep","estcivil","escolaridade","d_escolaridade","d_raca","raca","sexo","renda","rendafam","qtd_filho_dep","confirmed","deaths","confirmed_per_100k_inhabitants","lngastos","lnrenda","lnrendafam","lnconfirmados","lndeaths"
100,1,0,0,39,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Amarelo",0,8000,8000,5,719,6,116.93491,4.60517024993896,8.9873218536377,8.9873218536377,6.57925128936768,1.94591009616852
100,1,0,0,42,0,0,0,1,0,1,1,1,"NA",1,0,"Amarelo",0,10000,14000,3,719,6,116.93491,4.60517024993896,9.21044063568115,9.54688358306885,6.57925128936768,1.94591009616852
100,1,0,0,40,1,0,0,1,0,1,1,1,"Ensino Médio",1,0,"Pardo",1,3000,1700,3,719,6,116.93491,4.60517024993896,8.00670051574707,7.43897151947021,6.57925128936768,1.94591009616852
80,1,0,0,28,0,0,0,0,0,0,1,1,"NA",1,0,"Pardo",0,1200,4000,3,719,6,116.93491,4.38202667236328,7.09090995788574,8.2943000793457,6.57925128936768,1.94591009616852
50,1,0,0,44,1,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,6000,7500,3,719,6,116.93491,3.91202306747437,8.69968128204346,8.92279148101807,6.57925128936768,1.94591009616852
0,0,0,0,33,1,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,2000,5000,2,719,6,116.93491,NA,7.60140228271484,8.51739311218262,6.57925128936768,1.94591009616852
40,1,0,0,19,0,0,0,0,0,0,0,0,"NA",1,0,"Preto",0,800,20000,5,719,6,116.93491,3.68887948989868,6.68586111068726,9.90353775024414,6.57925128936768,1.94591009616852
100,1,0,0,36,1,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Preto",1,4500,4500,1,719,6,116.93491,4.60517024993896,8.41205501556396,8.41205501556396,6.57925128936768,1.94591009616852
30,1,0,0,25,0,0,0,0,0,0,1,1,"NA",1,1,"Branco",0,600,4000,3,719,6,116.93491,3.40119743347168,6.39859485626221,8.2943000793457,6.57925128936768,1.94591009616852
200,1,0,0,31,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,1000,2000,2,771,6,125.39195,5.29831743240356,6.90875482559204,7.60140228271484,6.64898443222046,1.94591009616852
60,1,0,0,20,1,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",0,300,1500,3,771,6,125.39195,4.09434461593628,5.70711040496826,7.31388664245605,6.64898443222046,1.94591009616852
5,1,0,0,27,0,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Preto",1,600,2000,5,791,7,128.64466,1.60943794250488,6.39859485626221,7.60140228271484,6.67456150054932,2.0794415473938
5,1,0,0,27,0,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Preto",1,600,2000,5,791,7,128.64466,1.60943794250488,6.39859485626221,7.60140228271484,6.67456150054932,2.0794415473938
55,1,1,0,60,0,0,0,1,0,1,1,1,"Ensino Médio",1,1,"Branco",1,1700,5500,4,791,7,128.64466,4.00733327865601,7.43897151947021,8.61268520355225,6.67456150054932,2.0794415473938
500,1,0,0,54,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Preto",1,6000,7000,5,791,7,128.64466,6.21460819244385,8.69968128204346,8.85380840301514,6.67456150054932,2.0794415473938
300,1,0,0,49,0,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",0,12000,12000,2,791,7,128.64466,5.70378255844116,9.39274501800537,9.39274501800537,6.67456150054932,2.0794415473938
100,1,0,0,40,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,4500,8000,5,791,7,128.64466,4.60517024993896,8.41205501556396,8.9873218536377,6.67456150054932,2.0794415473938
800,1,1,0,63,0,0,1,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",1,10000,10000,6,791,7,128.64466,6.68461179733276,9.21044063568115,9.21044063568115,6.67456150054932,2.0794415473938
75,1,0,0,35,0,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",1,1998,3700,3,791,7,128.64466,4.31748819351196,7.60040235519409,8.21635818481445,6.67456150054932,2.0794415473938
300,1,1,1,63,1,1,1,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",1,10000,20000,4,791,7,128.64466,5.70378255844116,9.21044063568115,9.90353775024414,6.67456150054932,2.0794415473938
100,1,0,0,59,1,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",0,1800,3500,4,791,7,128.64466,4.60517024993896,7.49609756469727,8.16080379486084,6.67456150054932,2.0794415473938
65,1,0,0,27,0,0,0,1,0,1,0,1,"Pós-Graduação",0,0,"Preto",1,2500,6000,2,791,7,128.64466,4.17438745498657,7.8244457244873,8.69968128204346,6.67456150054932,2.0794415473938
100,1,0,0,40,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,4500,8000,5,791,7,128.64466,4.60517024993896,8.41205501556396,8.9873218536377,6.67456150054932,2.0794415473938
300,1,1,0,68,1,0,0,1,0,1,0,0,"Pós-Graduação",0,0,"Pardo",0,13000,13000,4,791,7,128.64466,5.70378255844116,9.47278118133545,9.47278118133545,6.67456150054932,2.0794415473938
150,1,0,0,31,0,0,0,0,0,0,1,1,"Ensino Superior",1,0,"Pardo",0,2300,2300,3,791,7,128.64466,5.01063537597656,7.74109888076782,7.74109888076782,6.67456150054932,2.0794415473938
150,1,0,0,39,1,0,0,0,0,1,1,1,"Pós-Graduação",1,0,"Preto",0,8000,10000,3,791,7,128.64466,5.01063537597656,8.9873218536377,9.21044063568115,6.67456150054932,2.0794415473938
250,1,0,0,38,0,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",0,6000,6000,2,791,7,128.64466,5.52146100997925,8.69968128204346,8.69968128204346,6.67456150054932,2.0794415473938
90,1,0,0,27,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Preto",0,1500,5500,2,839,9,136.45116,4.49980974197388,7.31388664245605,8.61268520355225,6.73340177536011,2.30258512496948
110,1,0,0,35,0,0,0,0,0,0,0,1,"Ensino Superior",1,0,"Preto",1,3951,4551,2,839,9,136.45116,4.70048046112061,8.2819766998291,8.42332172393799,6.73340177536011,2.30258512496948
100,1,0,0,39,1,0,0,0,0,0,1,0,"Pós-Graduação",1,0,"Preto",0,3900,3900,2,1006,19,163.61129,4.60517024993896,8.26898860931396,8.26898860931396,6.9147310256958,2.99573230743408
100,1,0,0,37,0,0,0,1,0,1,1,1,"Pós-Graduação",0,1,"Branco",0,7000,15000,3,4,1,19.30316,4.60517024993896,8.85380840301514,9.61587238311768,1.60943794250488,0.6931471824646
190,1,0,0,43,0,0,0,1,0,1,1,0,"Ensino Superior",1,1,"Branco",1,3000,6000,3,4,1,19.30316,5.24702405929565,8.00670051574707,8.69968128204346,1.60943794250488,0.6931471824646
60,1,0,0,24,0,0,0,0,0,0,0,0,"Ensino Médio",1,0,"Preto",0,600,2000,5,4,1,19.30316,4.09434461593628,6.39859485626221,7.60140228271484,1.60943794250488,0.6931471824646
200,1,0,0,22,1,0,0,0,0,0,0,0,"Ensino Médio",1,0,"Pardo",0,600,600,1,47,0,55.63381,5.29831743240356,6.39859485626221,6.39859485626221,3.8712010383606,0
120,1,0,0,34,1,1,1,0,0,0,1,0,"NA",1,1,"Branco",1,3500,2000,2,722,33,444.78121,4.78749179840088,8.16080379486084,7.60140228271484,6.58340930938721,3.52636051177979
50,1,0,0,57,1,0,0,0,0,0,0,1,"Ensino Médio",1,0,"Preto",0,1040,4500,2,761,33,468.80679,3.91202306747437,6.94793701171875,8.41205501556396,6.63594675064087,3.52636051177979
120,1,0,0,55,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,3500,6000,4,19,0,62.12399,4.78749179840088,8.16080379486084,8.69968128204346,2.99573230743408,0
60,1,0,0,33,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,2400,2400,1,1101,33,516.36081,4.09434461593628,7.78364038467407,7.78364038467407,7.00488185882568,3.52636051177979
200,1,0,0,31,0,0,0,1,0,1,1,0,"Pós-Graduação",1,0,"Preto",1,14000,14000,7,1101,33,516.36081,5.29831743240356,9.54688358306885,9.54688358306885,7.00488185882568,3.52636051177979
30,1,0,1,30,1,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,6000,8500,2,1101,33,516.36081,3.40119743347168,8.69968128204346,9.04793930053711,7.00488185882568,3.52636051177979
50,1,0,1,35,1,0,0,1,0,1,0,0,"NA",1,0,"Preto",0,1200,10000,7,1101,33,516.36081,3.91202306747437,7.09090995788574,9.21044063568115,7.00488185882568,3.52636051177979
200,1,0,0,21,1,0,0,0,0,0,0,1,"NA",1,0,"Preto",0,700,3880,2,1101,33,516.36081,5.29831743240356,6.55250787734985,8.26384830474854,7.00488185882568,3.52636051177979
60,1,0,0,33,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,2400,2400,1,1101,33,516.36081,4.09434461593628,7.78364038467407,7.78364038467407,7.00488185882568,3.52636051177979
200,1,0,0,35,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,2900,6000,3,1101,33,516.36081,5.29831743240356,7.97281074523926,8.69968128204346,7.00488185882568,3.52636051177979
80,1,0,1,26,1,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",0,1500,2500,4,1101,33,516.36081,4.38202667236328,7.31388664245605,7.8244457244873,7.00488185882568,3.52636051177979
400,1,0,1,52,1,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",1,5000,12000,2,1146,33,537.46547,5.99146461486816,8.51739311218262,9.39274501800537,7.04490518569946,3.52636051177979
100,1,0,0,31,1,1,1,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,1800,10000,4,1146,33,537.46547,4.60517024993896,7.49609756469727,9.21044063568115,7.04490518569946,3.52636051177979
300,1,0,1,58,1,0,0,0,0,0,0,0,"Ensino Fundamental",0,0,"Pardo",1,1700,1500,2,1146,33,537.46547,5.70378255844116,7.43897151947021,7.31388664245605,7.04490518569946,3.52636051177979
100,1,0,0,50,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,4000,7000,2,1146,33,537.46547,4.60517024993896,8.2943000793457,8.85380840301514,7.04490518569946,3.52636051177979
20,1,0,1,45,1,0,0,0,0,0,1,1,"Ensino Superior",1,0,"Pardo",1,5200,5200,4,1146,33,537.46547,2.99573230743408,8.55660629272461,8.55660629272461,7.04490518569946,3.52636051177979
30,1,0,1,54,1,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",0,2700,2700,1,1146,33,537.46547,3.40119743347168,7.90137720108032,7.90137720108032,7.04490518569946,3.52636051177979
500,1,0,0,34,0,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Amarelo",1,4000,5000,2,1146,33,537.46547,6.21460819244385,8.2943000793457,8.51739311218262,7.04490518569946,3.52636051177979
100,1,1,1,63,1,0,0,0,0,0,1,0,"Ensino Superior",1,0,"Pardo",1,1000,1000,2,1146,33,537.46547,4.60517024993896,6.90875482559204,6.90875482559204,7.04490518569946,3.52636051177979
70,1,0,0,31,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,3000,8000,4,1146,33,537.46547,4.24849510192871,8.00670051574707,8.9873218536377,7.04490518569946,3.52636051177979
50,1,0,0,31,1,0,0,0,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,2800,5000,2,1146,33,537.46547,3.91202306747437,7.93773174285889,8.51739311218262,7.04490518569946,3.52636051177979
500,1,1,1,75,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,3000,5500,2,1146,33,537.46547,6.21460819244385,8.00670051574707,8.61268520355225,7.04490518569946,3.52636051177979
50,1,0,0,40,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,4000,4000,3,1161,33,544.50036,3.91202306747437,8.2943000793457,8.2943000793457,7.05789804458618,3.52636051177979
200,1,0,1,30,1,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",1,2500,2500,0,1161,33,544.50036,5.29831743240356,7.8244457244873,7.8244457244873,7.05789804458618,3.52636051177979
550,1,0,0,55,1,0,0,0,0,0,1,1,"Ensino Superior",1,0,"Pardo",0,3000,6000,3,1161,33,544.50036,6.30991840362549,8.00670051574707,8.69968128204346,7.05789804458618,3.52636051177979
200,1,0,1,30,1,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",1,2500,2500,0,1161,33,544.50036,5.29831743240356,7.8244457244873,7.8244457244873,7.05789804458618,3.52636051177979
60,1,0,1,32,1,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",1,9000,15000,2,1194,34,559.97711,4.09434461593628,9.1050910949707,9.61587238311768,7.08590126037598,3.55534815788269
100,1,0,1,54,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,9000,11000,3,1194,34,559.97711,4.60517024993896,9.1050910949707,9.30574131011963,7.08590126037598,3.55534815788269
0,0,0,0,31,0,0,0,1,0,1,0,1,"NA",1,0,"Pardo",0,2500,3000,2,18,3,23.63849,NA,7.8244457244873,8.00670051574707,2.94443893432617,1.3862943649292
150,1,0,0,40,0,0,0,0,0,0,1,1,"Pós-Graduação",1,0,"Preto",0,3000,7000,4,6,0,20.97755,5.01063537597656,8.00670051574707,8.85380840301514,1.94591009616852,0
500,1,0,1,58,0,0,0,0,0,0,0,0,"Pós-Graduação",0,1,"Branco",0,3100,31000,2,498,15,319.30036,6.21460819244385,8.03948020935059,10.3417749404907,6.21260595321655,2.7725887298584
100,1,0,0,50,1,0,0,0,0,0,0,0,"Ensino Médio",1,0,"Pardo",0,1000,1000,1,498,15,319.30036,4.60517024993896,6.90875482559204,6.90875482559204,6.21260595321655,2.7725887298584
150,1,0,0,41,1,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",1,3800,6000,4,498,15,319.30036,5.01063537597656,8.24301910400391,8.69968128204346,6.21260595321655,2.7725887298584
10,1,0,0,34,0,0,0,1,0,1,1,1,"NA",1,0,"Pardo",1,2000,2000,2,624,8,314.45273,2.30258512496948,7.60140228271484,7.60140228271484,6.43775177001953,2.19722461700439
40,1,0,0,51,0,0,0,0,0,0,1,0,"Pós-Graduação",0,0,"Pardo",0,6300,6300,2,624,8,314.45273,3.68887948989868,8.74846363067627,8.74846363067627,6.43775177001953,2.19722461700439
80,1,0,0,40,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,4700,5700,2,643,8,324.02741,4.38202667236328,8.45553016662598,8.64839649200439,6.46769857406616,2.19722461700439
80,1,0,0,40,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,4700,5700,2,643,8,324.02741,4.38202667236328,8.45553016662598,8.64839649200439,6.46769857406616,2.19722461700439
80,1,0,0,40,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,4700,5700,2,643,8,324.02741,4.38202667236328,8.45553016662598,8.64839649200439,6.46769857406616,2.19722461700439
300,1,0,0,41,0,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",0,4702,10500,2,651,10,328.05886,5.70378255844116,8.45595550537109,9.25922584533691,6.4800443649292,2.39789533615112
300,1,0,0,41,0,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",0,4702,10500,2,651,10,328.05886,5.70378255844116,8.45595550537109,9.25922584533691,6.4800443649292,2.39789533615112
30,1,0,0,26,1,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",0,3100,3100,1,59,1,141.32414,3.40119743347168,8.03948020935059,8.03948020935059,4.09434461593628,0.6931471824646
28,1,0,0,24,1,0,0,0,0,0,0,0,"NA",1,0,"Pardo",0,600,2000,2,1,1,3.73469,3.33220458030701,6.39859485626221,7.60140228271484,0.6931471824646,0.6931471824646
200,1,0,0,37,1,0,0,1,0,1,1,0,"Pós-Graduação",1,0,"Preto",0,3880,3880,3,12,1,40.81771,5.29831743240356,8.26384830474854,8.26384830474854,2.56494927406311,0.6931471824646
40,1,0,0,22,0,0,0,0,0,0,0,0,"NA",1,0,"Preto",0,400,3000,3,6,0,21.03418,3.68887948989868,5.99396133422852,8.00670051574707,1.94591009616852,0
300,1,0,0,42,0,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",0,430,1430,4,2,0,4.26703,5.70378255844116,6.06610822677612,7.26612901687622,1.0986123085022,0
100,1,0,0,35,1,0,0,0,0,0,1,1,"NA",1,0,"Pardo",1,5000,3000,1,13745,535,478.52853,4.60517024993896,8.51739311218262,8.00670051574707,9.52850341796875,6.28413438796997
60,1,0,0,57,1,0,0,1,0,1,0,1,"NA",1,0,"Pardo",0,1400,4000,2,13745,535,478.52853,4.09434461593628,7.24494171142578,8.2943000793457,9.52850341796875,6.28413438796997
500,1,0,0,47,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,11000,23000,3,13745,535,478.52853,6.21460819244385,9.30574131011963,10.0432929992676,9.52850341796875,6.28413438796997
500,1,0,1,29,1,0,0,1,0,1,0,1,"NA",1,0,"Pardo",1,10000,30000,1,13745,535,478.52853,6.21460819244385,9.21044063568115,10.308985710144,9.52850341796875,6.28413438796997
10,1,0,1,36,0,0,0,0,0,0,0,0,"NA",0,0,"Pardo",1,5000,2300,1,13745,535,478.52853,2.30258512496948,8.51739311218262,7.74109888076782,9.52850341796875,6.28413438796997
150,1,1,0,60,0,0,0,1,0,1,1,1,"NA",1,0,"Pardo",0,5000,10000,3,13745,535,478.52853,5.01063537597656,8.51739311218262,9.21044063568115,9.52850341796875,6.28413438796997
30,1,0,0,28,1,0,0,0,0,0,0,1,"NA",1,0,"Pardo",0,760,3100,1,13745,535,478.52853,3.40119743347168,6.63463354110718,8.03948020935059,9.52850341796875,6.28413438796997
30,1,0,1,26,1,0,0,0,0,0,0,1,"NA",1,0,"Pardo",1,2500,1700,1,13745,535,478.52853,3.40119743347168,7.8244457244873,7.43897151947021,9.52850341796875,6.28413438796997
250,1,0,0,36,0,0,0,0,0,0,0,0,"NA",0,0,"Preto",1,7000,2500,1,15173,558,528.24398,5.52146100997925,8.85380840301514,7.8244457244873,9.62733840942383,6.32614946365356
100,1,0,0,23,1,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Preto",0,1500,3200,3,15173,558,528.24398,4.60517024993896,7.31388664245605,8.07121849060059,9.62733840942383,6.32614946365356
200,1,0,0,35,0,0,0,1,0,1,1,1,"NA",1,0,"Pardo",1,5000,6000,3,15173,558,528.24398,5.29831743240356,8.51739311218262,8.69968128204346,9.62733840942383,6.32614946365356
30,1,0,0,24,1,0,0,0,0,0,0,0,"NA",1,0,"Preto",0,730,1500,2,15173,558,528.24398,3.40119743347168,6.59441328048706,7.31388664245605,9.62733840942383,6.32614946365356
450,1,0,1,43,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,5000,5000,4,15173,558,528.24398,6.10924768447876,8.51739311218262,8.51739311218262,9.62733840942383,6.32614946365356
500,1,0,1,34,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,9000,14000,5,15173,558,528.24398,6.21460819244385,9.1050910949707,9.54688358306885,9.62733840942383,6.32614946365356
300,1,1,0,60,0,1,1,1,0,1,1,0,"NA",1,1,"Branco",0,18000,16000,2,15173,558,528.24398,5.70378255844116,9.79818248748779,9.68040657043457,9.62733840942383,6.32614946365356
550,1,0,0,49,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,12000,14000,3,15173,558,528.24398,6.30991840362549,9.39274501800537,9.54688358306885,9.62733840942383,6.32614946365356
100,1,0,0,25,0,0,0,1,0,1,0,1,"NA",1,0,"Pardo",1,0,8000,4,15173,558,528.24398,4.60517024993896,0,8.9873218536377,9.62733840942383,6.32614946365356
400,1,1,1,65,1,0,0,1,0,1,0,0,"NA",1,0,"Pardo",0,5000,7000,2,15173,558,528.24398,5.99146461486816,8.51739311218262,8.85380840301514,9.62733840942383,6.32614946365356
400,1,0,1,48,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,8500,16000,3,15173,558,528.24398,5.99146461486816,9.04793930053711,9.68040657043457,9.62733840942383,6.32614946365356
45,1,0,1,20,1,0,0,0,0,0,0,0,"NA",1,0,"Preto",0,750,2500,3,15173,558,528.24398,3.80666255950928,6.62140560150146,7.8244457244873,9.62733840942383,6.32614946365356
300,1,0,0,38,0,0,0,0,0,0,0,0,"NA",1,0,"Pardo",0,1000,4500,3,15173,558,528.24398,5.70378255844116,6.90875482559204,8.41205501556396,9.62733840942383,6.32614946365356
500,1,0,0,56,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,13000,22000,1,15173,558,528.24398,6.21460819244385,9.47278118133545,9.9988431930542,9.62733840942383,6.32614946365356
50,1,0,0,34,0,0,1,1,0,1,0,0,"NA",1,0,"Pardo",1,25000,20000,1,15173,558,528.24398,3.91202306747437,10.1266708374023,9.90353775024414,9.62733840942383,6.32614946365356
100,1,0,0,40,0,0,0,0,0,0,0,0,"NA",1,0,"Pardo",1,4000,2000,1,15173,558,528.24398,4.60517024993896,8.2943000793457,7.60140228271484,9.62733840942383,6.32614946365356
300,1,0,1,31,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,3000,10000,3,15173,558,528.24398,5.70378255844116,8.00670051574707,9.21044063568115,9.62733840942383,6.32614946365356
50,1,0,0,23,0,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",1,1800,4000,5,15173,558,528.24398,3.91202306747437,7.49609756469727,8.2943000793457,9.62733840942383,6.32614946365356
300,1,1,1,60,1,1,1,1,0,1,1,0,"NA",1,1,"Branco",0,18000,18000,2,15173,558,528.24398,5.70378255844116,9.79818248748779,9.79818248748779,9.62733840942383,6.32614946365356
350,1,0,1,43,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,3700,5800,2,15173,558,528.24398,5.85793304443359,8.21635818481445,8.66578578948975,9.62733840942383,6.32614946365356
300,1,1,1,63,1,0,0,1,0,1,1,0,"Ensino Médio",1,0,"Pardo",0,11000,20000,3,15173,558,528.24398,5.70378255844116,9.30574131011963,9.90353775024414,9.62733840942383,6.32614946365356
150,1,0,0,44,0,0,0,0,0,0,0,0,"NA",1,0,"Pardo",1,2000,15000,4,15173,558,528.24398,5.01063537597656,7.60140228271484,9.61587238311768,9.62733840942383,6.32614946365356
200,1,0,1,44,1,0,0,1,0,1,0,0,"NA",1,0,"Preto",1,10000,7800,1,15173,558,528.24398,5.29831743240356,9.21044063568115,8.96200752258301,9.62733840942383,6.32614946365356
400,1,0,0,42,1,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,6000,6000,2,15173,558,528.24398,5.99146461486816,8.69968128204346,8.69968128204346,9.62733840942383,6.32614946365356
100,1,0,0,55,0,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",0,2800,7000,4,15173,558,528.24398,4.60517024993896,7.93773174285889,8.85380840301514,9.62733840942383,6.32614946365356
70,1,0,1,58,1,0,0,1,0,1,1,1,"NA",1,0,"Pardo",1,1700,8000,4,15173,558,528.24398,4.24849510192871,7.43897151947021,8.9873218536377,9.62733840942383,6.32614946365356
10,1,0,0,27,0,0,0,1,0,1,1,0,"Pós-Graduação",1,0,"Pardo",1,3000,3000,2,15173,558,528.24398,2.30258512496948,8.00670051574707,8.00670051574707,9.62733840942383,6.32614946365356
110,1,0,0,35,1,0,0,1,0,1,0,0,"NA",1,0,"Pardo",0,4000,4000,2,15173,558,528.24398,4.70048046112061,8.2943000793457,8.2943000793457,9.62733840942383,6.32614946365356
200,1,1,0,60,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,9500,29500,3,15173,558,528.24398,5.29831743240356,9.15915203094482,10.292179107666,9.62733840942383,6.32614946365356
300,1,0,0,49,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,2200,4400,3,15173,558,528.24398,5.70378255844116,7.69666719436646,8.38958740234375,9.62733840942383,6.32614946365356
30,1,0,1,31,1,0,0,0,0,0,0,1,"NA",1,1,"Branco",0,2200,9000,2,15173,558,528.24398,3.40119743347168,7.69666719436646,9.1050910949707,9.62733840942383,6.32614946365356
300,1,1,1,76,1,0,0,1,0,1,0,1,"NA",1,1,"Branco",1,30000,45000,2,15173,558,528.24398,5.70378255844116,10.308985710144,10.7144403457642,9.62733840942383,6.32614946365356
300,1,0,0,43,0,0,0,1,0,1,1,0,"Pós-Graduação",1,1,"Branco",0,4700,4700,2,15173,558,528.24398,5.70378255844116,8.45553016662598,8.45553016662598,9.62733840942383,6.32614946365356
100,1,0,0,33,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Pardo",0,5000,12000,2,15691,579,546.27801,4.60517024993896,8.51739311218262,9.39274501800537,9.6609058380127,6.36302804946899
500,1,0,1,36,1,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Pardo",0,2000,2000,1,15691,579,546.27801,6.21460819244385,7.60140228271484,7.60140228271484,9.6609058380127,6.36302804946899
150,1,0,0,36,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,6000,8000,2,15691,579,546.27801,5.01063537597656,8.69968128204346,8.9873218536377,9.6609058380127,6.36302804946899
100,1,0,0,24,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,6000,15000,3,15691,579,546.27801,4.60517024993896,8.69968128204346,9.61587238311768,9.6609058380127,6.36302804946899
400,1,0,1,27,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,13000,20000,2,15691,579,546.27801,5.99146461486816,9.47278118133545,9.90353775024414,9.6609058380127,6.36302804946899
1500,1,0,0,39,1,1,1,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,7500,16000,3,15691,579,546.27801,7.31322050094604,8.92279148101807,9.68040657043457,9.6609058380127,6.36302804946899
40,1,0,0,37,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Pardo",1,5600,14000,2,15691,579,546.27801,3.68887948989868,8.63070011138916,9.54688358306885,9.6609058380127,6.36302804946899
400,1,0,0,36,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",1,16000,16000,3,15691,579,546.27801,5.99146461486816,9.68040657043457,9.68040657043457,9.6609058380127,6.36302804946899
550,1,0,0,49,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,12000,14000,3,15691,579,546.27801,6.30991840362549,9.39274501800537,9.54688358306885,9.6609058380127,6.36302804946899
300,1,0,0,48,0,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,13000,17000,2,15691,579,546.27801,5.70378255844116,9.47278118133545,9.74102783203125,9.6609058380127,6.36302804946899
60,1,0,0,21,1,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Preto",0,1800,1800,1,15691,579,546.27801,4.09434461593628,7.49609756469727,7.49609756469727,9.6609058380127,6.36302804946899
150,1,0,0,42,0,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Preto",0,5000,15000,3,15691,579,546.27801,5.01063537597656,8.51739311218262,9.61587238311768,9.6609058380127,6.36302804946899
500,1,0,1,34,1,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",1,7500,22000,2,15691,579,546.27801,6.21460819244385,8.92279148101807,9.9988431930542,9.6609058380127,6.36302804946899
